id,text,sentiment
2751,"The drinks were amazing, and the presentation was beautiful.",Positive
2752,Completely overpriced for the quality of food served.,Negative
2753,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2754,The overall experience was mediocre at best.,Neutral
2755,I left the restaurant hungry because the portions were too small.,Negative
2756,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2757,"The restaurant was dirty, and the tableware was not clean.",Negative
2758,The staff ignored us for most of the evening.,Negative
2759,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2760,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2761,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2762,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2763,Everything from the appetizers to the main course was perfect!,Positive
2764,The staff ignored us for most of the evening.,Negative
2765,The overall experience was mediocre at best.,Neutral
2766,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2767,"The drinks were amazing, and the presentation was beautiful.",Positive
2768,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2769,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2770,"Prices were reasonable, but the quality was lacking.",Neutral
2771,The meal was average; I've had better at cheaper places.,Neutral
2772,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2773,The waitstaff was incredibly friendly and accommodating.,Positive
2774,"The portions were generous, and the flavors were rich and satisfying.",Positive
2775,"The drinks were amazing, and the presentation was beautiful.",Positive
2776,"Prices were reasonable, but the quality was lacking.",Neutral
2777,Completely overpriced for the quality of food served.,Negative
2778,"Prices were reasonable, but the quality was lacking.",Neutral
2779,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2780,I left the restaurant hungry because the portions were too small.,Negative
2781,"It was okay, nothing too special about the experience.",Neutral
2782,The live music added a lovely touch to the meal.,Positive
2783,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2784,"The portions were generous, and the flavors were rich and satisfying.",Positive
2785,Completely overpriced for the quality of food served.,Negative
2786,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2787,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2788,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2789,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2790,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2791,A fantastic experience overall! Highly recommend trying the steak.,Positive
2792,"The decor was fine, but nothing extraordinary.",Neutral
2793,"The decor was fine, but nothing extraordinary.",Neutral
2794,"Prices were reasonable, but the quality was lacking.",Neutral
2795,The live music added a lovely touch to the meal.,Positive
2796,A fantastic experience overall! Highly recommend trying the steak.,Positive
2797,The live music added a lovely touch to the meal.,Positive
2798,The overall experience was mediocre at best.,Neutral
2799,"The restaurant was dirty, and the tableware was not clean.",Negative
2800,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2801,"The portions were generous, and the flavors were rich and satisfying.",Positive
2802,It was worth every penny for such an incredible dining experience.,Positive
2803,"Prices were reasonable, but the quality was lacking.",Neutral
2804,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2805,"The drinks were amazing, and the presentation was beautiful.",Positive
2806,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2807,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2808,"The food was inedible, and I felt sick afterward.",Negative
2809,The meal was average; I've had better at cheaper places.,Neutral
2810,"The food was inedible, and I felt sick afterward.",Negative
2811,"The ambiance was too noisy, and it ruined the meal.",Negative
2812,"Food was served quickly, but the taste was just alright.",Neutral
2813,"Prices were reasonable, but the quality was lacking.",Neutral
2814,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2815,"Food was served quickly, but the taste was just alright.",Neutral
2816,I left the restaurant hungry because the portions were too small.,Negative
2817,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2818,The meal was average; I've had better at cheaper places.,Neutral
2819,The meal was average; I've had better at cheaper places.,Neutral
2820,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2821,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2822,"The decor was fine, but nothing extraordinary.",Neutral
2823,The overall experience was mediocre at best.,Neutral
2824,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2825,"The food was inedible, and I felt sick afterward.",Negative
2826,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2827,"The drinks were amazing, and the presentation was beautiful.",Positive
2828,"The restaurant was dirty, and the tableware was not clean.",Negative
2829,The live music added a lovely touch to the meal.,Positive
2830,It was worth every penny for such an incredible dining experience.,Positive
2831,"Service was neither bad nor great, just average.",Neutral
2832,"The portions were generous, and the flavors were rich and satisfying.",Positive
2833,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2834,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2835,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2836,Everything from the appetizers to the main course was perfect!,Positive
2837,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2838,Everything from the appetizers to the main course was perfect!,Positive
2839,"The portions were generous, and the flavors were rich and satisfying.",Positive
2840,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2841,A fantastic experience overall! Highly recommend trying the steak.,Positive
2842,It was worth every penny for such an incredible dining experience.,Positive
2843,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2844,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2845,"Service was neither bad nor great, just average.",Neutral
2846,"The restaurant was dirty, and the tableware was not clean.",Negative
2847,"Prices were reasonable, but the quality was lacking.",Neutral
2848,"Food was served quickly, but the taste was just alright.",Neutral
2849,The live music added a lovely touch to the meal.,Positive
2850,"The decor was fine, but nothing extraordinary.",Neutral
2851,"The portions were generous, and the flavors were rich and satisfying.",Positive
2852,The food was absolutely delicious and the service was excellent.,Positive
2853,The staff ignored us for most of the evening.,Negative
